X, Y, Z, Time
0;1;-4,95;0,02
0;1;4,95;0,04
0;1;4,95;0,37
0,078;1,661;4,95;0,4
0,078;1,661;4,95;0,41
0,078;1,661;4,95;0,41
0,078;1,661;4,95;0,41
0,078;1,661;4,95;0,42
0,078;1,661;4,95;0,42
0,078;1,661;4,95;0,43
0,078;1,661;4,95;0,43
0,078;1,661;4,95;0,43
0,078;1,661;4,95;0,44
0,078;1,661;4,95;0,44
0,078;1,661;4,95;0,45
0,078;1,661;4,95;0,45
0,078;1,661;4,95;0,46
0,078;1,661;4,95;0,46
0,078;1,661;4,95;0,46
0,078;1,661;4,95;0,47
0,078;1,661;4,95;0,47
0,078;1,661;4,95;0,48
0,078;1,661;4,95;0,48
0,078;1,661;4,95;0,48
0,078;1,661;4,95;0,49
0,078;1,661;4,95;0,49
0,078;1,661;4,95;0,5
0,078;1,661;4,95;0,5
0,078;1,661;4,95;0,5
0,078;1,661;4,95;0,51
0,078;1,661;4,95;0,51
0,078;1,661;4,95;0,51
0,078;1,661;4,95;0,52
0,078;1,661;4,95;0,52
0,078;1,661;4,95;0,53
0,078;1,661;4,95;0,53
0,078;1,661;4,95;0,53
0,078;1,661;4,95;0,54
0,078;1,661;4,95;0,54
0,078;1,661;4,95;0,54
0,078;1,661;4,95;0,55
0,078;1,661;4,95;0,55
0,078;1,661;4,95;0,55
0,078;1,661;4,95;0,56
0,078;1,661;4,95;0,56
0,078;1,661;4,95;0,57
0,078;1,661;4,95;0,57
0,078;1,661;4,95;0,57
0,078;1,661;4,95;0,58
0,078;1,661;4,95;0,58
0,078;1,661;4,95;0,58
0,078;1,661;4,95;0,59
0,078;1,661;4,95;0,59
0,078;1,661;4,95;0,59
0,078;1,661;4,95;0,6
0,078;1,661;4,95;0,6
0,078;1,661;4,95;0,61
0,078;1,661;4,95;0,61
0,078;1,661;4,95;0,61
0,078;1,661;4,95;0,62
0,078;1,661;4,95;0,62
0,078;1,661;4,95;0,63
0,078;1,661;4,95;0,63
0,078;1,661;4,95;0,63
0,078;1,661;4,95;0,64
0,078;1,661;4,95;0,64
0,078;1,661;4,95;0,64
0,078;1,661;4,95;0,65
0,078;1,661;4,95;0,65
0,078;1,661;4,95;0,65
0,078;1,661;4,95;0,66
0,078;1,661;4,95;0,66
0,078;1,661;4,95;0,66
0,078;1,661;4,95;0,67
0,078;1,661;4,95;0,67
0,078;1,661;4,95;0,68
0,078;1,661;4,95;0,68
0,078;1,661;4,95;0,68
0,078;1,661;4,95;0,69
0,078;1,661;4,95;0,69
0,078;1,661;4,95;0,69
0,078;1,661;4,95;0,7
0,078;1,661;4,95;0,7
0,078;1,661;4,95;0,7
0,078;1,661;4,95;0,71
0,078;1,661;4,95;0,71
0,078;1,661;4,95;0,72
0,078;1,661;4,95;0,72
0,078;1,661;4,95;0,72
0,078;1,661;4,95;0,74
0,078;1,661;4,95;0,74
0,078;1,661;4,95;0,74
0,078;1,661;4,95;0,75
0,078;1,661;4,95;0,75
0,078;1,661;4,95;0,75
0,078;1,661;4,95;0,76
0,078;1,661;4,95;0,76
0,078;1,661;4,95;0,77
0,078;1,661;4,95;0,77
0,078;1,661;4,95;0,77
0,078;1,661;4,95;0,78
0,078;1,661;4,95;0,78
0,078;1,661;4,95;0,78
0,078;1,661;4,95;0,79
0,078;1,661;4,95;0,79
0,078;1,661;4,95;0,79
0,078;1,661;4,95;0,8
0,078;1,661;4,95;0,8
0,078;1,661;4,95;0,81
